0	-7.373285
1	-5.028735
2	-6.100319
3	-6.6111445
4	-4.949747
5	-5.3118615
6	-4.8305583
7	-6.2746725
8	-5.822687
9	-4.4593825
10	-6.6111445
11	-5.3118615
12	-6.023358
13	-5.763847
14	-6.374756
15	-3.739465
16	-3.8854728
17	-6.7542453
18	-5.208321
19	-6.2746725
20	-6.1837006
21	-6.374756
22	-5.8852077
23	-6.4859815
24	-5.0850883
25	-6.9212995
26	-5.605623
27	-6.023358
28	-7.373285
29	-6.9212995
30	-7.709757
31	-6.2746725
32	-5.8852077
33	-5.2416573
34	-5.2416573
35	-6.100319
36	-5.469047
37	-4.328762
38	-4.1892962
39	-5.0017066
40	-5.7082767
41	-5.3118615
42	-6.6111445
43	-5.951899
44	-4.165903
45	-4.8083353
46	-4.109709
47	-1.9028163
48	-6.100319
49	-5.557995
50	-5.469047
51	-6.374756
52	-5.8852077
53	-5.557995
54	-4.7040744
55	-4.35635
56	-6.9212995
57	-6.6111445
58	-8.220582
59	-6.2746725
60	-4.428846
61	-2.5358696
62	-3.9673367
63	-5.2416573
64	-5.17606
65	-5.822687
66	-5.208321
67	-4.342461
68	-8.220582
69	-6.1837006
70	-5.028735
71	-6.9212995
72	-5.7082767
73	-5.655633
74	-6.023358
75	-6.9212995
76	-7.709757
77	-5.3489027
78	-6.1837006
79	-3.9392974
80	-6.6111445
81	-6.2746725
82	-4.949747
83	-6.7542453
84	-6.023358
85	-6.374756
86	-6.2746725
87	-9.319195
88	-5.655633
89	-5.822687
90	-6.2746725
91	-4.8305583
92	-6.023358
93	-3.8596091
94	-5.114502
95	-7.373285
96	-6.2746725
97	-7.373285
98	-5.3118615
99	-4.2502904
100	-7.12197
101	-5.763847
102	-6.9212995
103	-6.7542453
104	-5.7082767
105	-7.709757
106	-6.1837006
107	-7.373285
108	-5.028735
109	-6.100319
110	-4.109709
111	-7.373285
112	-6.6111445
113	-6.4859815
114	-6.4859815
115	-9.319195
116	-6.7542453
117	-6.7542453
118	-6.1837006
119	-8.220582
120	-6.6111445
121	-5.2416573
122	-7.373285
123	-6.6111445
124	-4.724075
125	-4.8765435
126	-3.8681562
127	-7.709757
128	-5.7082767
129	-3.8179367
130	-2.3945825
131	-5.512532
132	-6.2746725
133	-4.591807
134	-3.948557
135	-5.4273744
136	-6.2746725
137	-6.100319
138	-4.765318
139	-7.12197
140	-5.0017066
141	-6.374756
142	-5.469047
143	-6.2746725
144	-7.709757
145	-8.220582
146	-5.3118615
147	-6.9212995
148	-4.154409
149	-5.3489027
150	-4.154409
151	-6.1837006
152	-4.949747
153	-5.655633
154	-5.512532
155	-3.8179367
156	-5.763847
157	-5.114502
158	-4.098839
159	-6.2746725
160	-5.512532
161	-5.951899
162	-4.4439974
163	-5.4273744
164	-5.469047
165	-5.2761436
166	-3.6667056
167	-5.822687
168	-4.035991
169	-7.373285
170	-4.8532867
171	-6.7542453
172	-5.4273744
173	-4.6096644
174	-4.8765435
175	-5.951899
176	-5.512532
177	-6.1837006
178	-4.201201
179	-4.384721
180	-4.6278467
181	-4.201201
182	-4.490881
183	-4.4750075
184	-6.374756
185	-5.763847
186	-5.17606
187	-4.046195
188	-3.0482063
189	-3.793742
190	-1.8208789
191	-4.213249
192	-6.4859815
193	-7.373285
194	-6.023358
195	-6.4859815
196	-4.8765435
197	-7.12197
198	-5.8852077
199	-5.7082767
200	-5.7082767
201	-5.7082767
202	-3.8854728
203	-6.9212995
204	-5.8852077
205	-6.023358
206	-7.709757
207	-6.100319
208	-6.023358
209	-4.384721
210	-4.9753895
211	-4.724075
212	-4.399214
213	-6.4859815
214	-3.5170765
215	-5.2416573
216	-3.7701187
217	-3.6458714
218	-3.2438488
219	-4.0059886
220	-0.51998556
221	-2.6663318
222	-4.328762
223	-4.2377906
224	-7.12197
225	-7.373285
226	-5.114502
227	-7.12197
